id,Requirement,Name of Doc,Req/Not Req
5335,The HATS- GUI shall allow the user to examine and modify these associations.,hats.pdf,Not_Req
5336,The HATS-GUI shall orchestrate the parsing of transformation language programs and target files.,hats.pdf,Not_Req
5337,Parsing entails translating a human-readable text file into a syntax derivation tree.,hats.pdf,Not_Req
5338,"Parsing can be a time-consuming operation, particularly for multiple look-ahead grammars. In order to expedite execution of transformations, parsed versions of files can be saved.",hats.pdf,Not_Req
5339,Two types of files must be parsed.,hats.pdf,Not_Req
5340,A transformation language program is a text file describing a set of transformations to be applied to a target file.,hats.pdf,Not_Req
5341,A target program is a text file containing the input string to be transformed.,hats.pdf,Not_Req
5342,"Parsing is done through the use of a parser program, which HATS-SML generates.",hats.pdf,Not_Req
5343,Parser generation requires the lexical specification and the grammar as input.,hats.pdf,Not_Req
5344,The HATS-GUI shall orchestrate the execution of transformation language programs.,hats.pdf,Not_Req
5345,"In order for HATS-SML to execute a transformation program, the program must be parsed and saved as an SDT.",hats.pdf,Not_Req
5346,The transformation language program specifies which target programs will be transformed.,hats.pdf,Not_Req
5347,The user creating the transformation language program is responsible for correctly identifying the target program.,hats.pdf,Not_Req
5348,Input file names are embedded in the transformation language program.,hats.pdf,Not_Req
5349,"During execution of a transformation language program, HATS-SML creates SDTs as output.",hats.pdf,Not_Req
5350,These SDTs contain a parsed version of the transformed (output) string suitable for use as input to another transformation or as input to the pretty-print service.,hats.pdf,Not_Req
5351,(The pretty-print service transforms a target SDT into a text string according to formatting rules contained in a pretty-print style file.),hats.pdf,Not_Req
5352,"In addition to the output file, the transformation language program may specify that debugging and error outputs.",hats.pdf,Not_Req
5353,The HATS-GUI shall capture data written to these streams and make that data available to the user.,hats.pdf,Not_Req
5354,The HATS-GUI shall facilitate the display of transformation output and error messages received from HATS- SML in response to parsing or transformation.,hats.pdf,Not_Req
5355,There are several types of output that can be received from HATS-SML.,hats.pdf,Not_Req
5356,"During a given session, data sets may be created, saved as files, used as inputs, or deleted.",hats.pdf,Not_Req
5357,The HATS-GUI will associate saved files with the application.,hats.pdf,Not_Req
5358,The HATS-GUI will make a list of these files available to the user and allow the user to select files for display.,hats.pdf,Not_Req
5359,The display of SDTs and pretty-printed text shall allow the user to manipulate the display by choosing portions of the tree to display and by allowing the user to search for text strings and sub-trees.,hats.pdf,Not_Req
5360,"There are three actors in this system: a user, HATS-SML, and the host O. S.",hats.pdf,Not_Req
5361,The user will access the HATS- GUI primarily to apply transformations to target files.,hats.pdf,Not_Req
5362,A user may set up an application for another user.,hats.pdf,Not_Req
5363,"Before applying a transformation to a target file, a user must first prepare the application.",hats.pdf,Not_Req
5364,A user may also choose to view output from a previous transformation.,hats.pdf,Not_Req
5365,These actors and use cases are discussed below.,hats.pdf,Not_Req
5366,User: A user is someone who interacts with the HATS-GUI in order to prepare and execute program transformations.,hats.pdf,Not_Req
5367,Users of the HATS-GUI will be experts in a given domain and have a high level of understanding of transformations as a tool for constructing software.,hats.pdf,Not_Req
5368,"These users are expected to be computer savvy, possessing experience with the operation of editors and software tools, hierarchical file systems, and menu navigation.",hats.pdf,Not_Req
5369,A limited amount of direction and assistance will be necessary.,hats.pdf,Not_Req
5370,"HATS-SML: HATS-SML provides the following services: make a parser file, parse a target file, parse a transformation language program, apply a transformation language program to a target file, and pretty-print an",hats.pdf,Not_Req
5371,"HATS-SML may generate parsed transformation language programs, SDTs, pretty-printed text, or error messages as output.",hats.pdf,Not_Req
5372,The protocol for the use of HATS-SML is detailed in Appendix D.,hats.pdf,Not_Req
5373,Host OS: This is the operating system under which the HATS-GUI and HATS-SML run.,hats.pdf,Not_Req
5374,The host OS is expected to provide file services and provide a buffer for copy-and-paste operations between applications.,hats.pdf,Not_Req
5375,"The following use cases describe possible interactions between the HATS-GUI, the user, HATS-SML, and the host operating system.",hats.pdf,Not_Req
5376,"They do not describe every possible interaction. In the descriptions that follow, steps in a scenario are numbered sequentially.",hats.pdf,Not_Req
5377,Alternatives to a particular step are suggested by the flag “ALT <n>” where <n> is an alternative listed below the scenario.,hats.pdf,Not_Req
5378,Steps in the alternative replace steps in the main scenario.,hats.pdf,Not_Req
5379,The step numbers in the alternative indicate what steps in the main scenario are being replaced.,hats.pdf,Not_Req
5380,"For example, the step number “A1-2A” indicates this step is in the alternative numbered 1 (A1) and this step is the first step replacing step 2 in the main scenario.",hats.pdf,Not_Req
5381,"If more than one alternative is listed, either alternative may be taken.",hats.pdf,Not_Req
5382,Use Case Summary: The user requests the parsing of a transformation language program or a target file.,hats.pdf,Not_Req
5383,The file to be parsed and the parser file are inputs to HATS-SML. HATS-SML generates an SDT.,hats.pdf,Not_Req
5384,The output is saved in the application.,hats.pdf,Not_Req
5385,Used by: Execute Transformation Preconditions:,hats.pdf,Not_Req
5386,An application has been selected (Refer to Use Case 3).,hats.pdf,Not_Req
5387,The transformation language program and core domain files have been created (Refer to Use Case 5).,hats.pdf,Not_Req
5388,Scenario 1: User selects the option to parse a transformation language program from currently open application (ALT 1).,hats.pdf,Not_Req
5389,User selects a transformation language program file (.tlp) to parse (Refer to Use Case 4) (ALT 2).,hats.pdf,Not_Req
